공고URL,모집분야,직무키워드,담당업무,자격요건,우대사항,직급직책,근무형태,근무시간,급여,업종,직종,상세주소,모집인원,학력,수집시각
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54781063,,,,ㆍ경력 : 신입 (팀원급) ㆍ학력 : 고졸 이상 기타 필수 사항 ㆍ1종보통운전면허,"모집인원 전동지게차 정비 전동지게차 A.S, 납품 (완력을 요하는 작업이 있을 수 있음)",,,,세후 240만원/월,,,,,,2026-09-08 13:45:03
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54829727,,,,,,,,,250만원,,,,,,2026-09-08 13:45:03
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54864566,,,,,,,,,330만원(3개월 320만원),,,,,,2026-09-08 13:45:04
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54913929,,,,] ㆍ경력 3년 이상 [필수사항] ㆍCAD 사용 가능자 ㆍ커뮤니케이션과 대인관계 역량 [,] ㆍ산업기계 및 자동화기계 제조사 근무 경력자 ㆍ컴퓨터 활용능력(ERP 활용) ㆍ전기관련 자격증 ㆍ운전가능(1톤) 0명 PM (건양트루넷) ㆍProject 일정 및 이슈관리 [,,,,,,,,,,2026-09-08 13:45:04
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54915460,모집부문,,,ㆍ학력 : 초대졸 이상 ㆍ경력 : 신입 및 경력 ㆍ친절한 고객 응대 커뮤니케이션 가능하신 분 ㆍ전화 상담 및 안내 업무 가능하신 분 ㆍ기본 문서작성 및 전산 활용 가능하신 분,고객관리 운영 매니저 ㆍ고객 문의 접수 및 상담 ㆍ전화 기반 TM 안내 ㆍ시공 일정 및 요청사항 조율 ㆍ상담 이력 관리 및 데이터 정리 ㆍ카카오톡 및 카카오 채널톡을 이용하여 상담 수행,,,,,,,,,,2026-09-08 13:45:05
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54946883,,,"ㆍ고객서비스 업무 ㆍ매장관리 및 Q,C,S 관리 ㆍ서버업무",ㆍ학력 무관 ㆍ경력 무관,ㆍ동종업계 경력자 급여 ㆍ주방(계약직) : 270만원(협의가능),,,,270만원(협의가능),,,,,,2026-09-08 13:45:05
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54971394,,,,인원 토목시공 기술자 현장(토목시공) 업무 간단한 문서작업 가능하신 분 ㆍ학사 이상 ㆍ토목공학 전공자 우대 ㆍ자동차운전면허 1종보통 소지자 ㆍ토목기사 및 토목산업기사 소지자 우대 ㆍ아파트토공 및 부대토목공사 유경험자 우대 0명 안전관리 건설 안전 업무 현장 안전관리 및 점검,"ㆍ토목공학 전공자 우대 ㆍ안전기사, 안전산업사 자격증 소지자 우대 0명",,,,면접시 협의,,,부산/경남 채용자 → 부산/경남권,,,2026-09-08 13:45:06
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54962641,세무사 사무실 직원채용합니다.,,"• 기장 및 신고대리 업무(원천세, 부가가치세, 종합소득세, 법인세, 4대보험 업무 등) • 거래처관리 📋","• 경력 무관 (신입 지원 가능) • 고등학교졸업이상, 졸업 예정자 지원가능 📋","• 자격증: 전산세무1급 (국가공인), 전산세무2급 (국가공인) 🏠",,정규직,,면접 후 결정,,,"부산 남구 수영로 277, 라온빌딩 6층",1,,2026-09-08 13:45:06
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54923335,반도체금형 설계,,• 반도체 금형 설계 및 개발 업무예요 • 생산 공정 개선 및 최적화 진행해요 • CAD 소프트웨어를 활용한 설계해요 • 기계 설계 도면 작성 및 검토해요 • 생산 부서와 협업하여 문제 해결해요 📋,"• 경력 무관 (신입 지원 가능) • 대학졸업(2,3년)이상 • 기계공학 관련 전공자 우대해요 • CAD 프로그램 사용 가능자예요 • 설계 관련 지식 보유자예요 • 팀워크와 커뮤니케이션 능력해요 • 문제 해결 능력 중요해요 📋",• 반도체 금형 설계 경험자 우대해요 • 기계 업종 경험자 환영해요 • 프로젝트 관리 경험자 선호해요 • 창의적 문제 해결 능력 보유해요 • 세부 사항에 주의하는 성격해요 🏠,,정규직,,면접 후 결정,,,부산 강서구 화전산단3로 82,,,2026-09-08 13:45:06
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=50846359,,,"공간정보 및 머신러닝 기반 재난재해 응용 기술 개발 - EO/SAR 영상기반 재난재해 탐지 알고리즘 개발 - 학습용 EO/SAR 영상 데이터셋 제작 - 재난재해 탐지, 정량적 변화 계측 등 응용 어플리케이션 설계 및 구현 - XAI(eXplainable AI) 기반 모델 해석 및 최적화 SAR 영상 기반 응용 연구, 개발 - SAR 후방산란계수(Backscatter) 영상의 이론적 해석 및 활용 연구 - InSAR/PSInSAR 등 간섭 기법 및 시계열 분석을 통한 지표 변위, 변화 탐지 - SAR 영상 기반 머신러닝 알고리즘 설계, 개발 및 성능 검증 연구과제 및 용역과제 관리 및 진행 - RFP 분석, 제안서/보고서 작성 - 일정, 예산, 성과물 관리 위성영상분석 및 활용 콘텐츠 제작 - 대외 홍보 및 기술 확산을 위한 위성영상분석 및 활용 콘텐츠 제작","- Linux 환경에서 Python 또는 C/C++로 물리 버스/장치 제어 실무 (예 : /dev/i2c-*, spidev, socketcan(can0), pyserial 직접 사용·드라이버/프로토콜 핸들링) - 테스트 자동화 경험: 스크립트화, 로그·메트릭 수집, 실패 재현 및 리포트 자동화 - Git 기반 협업 및 기본적인 CI 사용 경험 - 계측장비 자동화, 데이터 수집·시각화(예: InfluxDB/Grafana, OpenSearch 등) - Docker Compose 활용 경험 (docker-compose.yml 작성·운용을 통한 백엔드, DB 등 다중 서비스 환경 통합 구동 경험) - 빌드 및 자동화 스크립트 작성 경험 (Makefile, CMake 설정 파일, Shell 스크립트를 활용한 빌드/배포 환경 구성 및 유지보수 경험) - 관련 전공 학사 이상(항공우주/기계/전자/컴퓨터/물리/천문 등)","- 국제무역사, 물류관리사, CPSM(국제공인구매관리사) 등 직무 관련 자격증을 보유하신 분 - R&D 기반 제조/엔지니어링 기업 또는 수주형 프로젝트 비즈니스에서의 구매 실무 및 원가 산출 경험 - 단순 구매 실무를 넘어, 신규 업체를 등록하고 비교견적 및 구매 프로세스를 자체적으로 세팅하거나 고도화해 본 경험 사업부문 모집부문 상세내용 Business Development Manager 지원하기 What You’ll Do - Develop and expand business opportunities in the small satellite and satellite imagery markets - Collect project information and establish business strategies - Support participation in international and domestic exhibitions and events - Prepare proposals, negotiate/review/execute contracts, and manage client relationships post-signing What We’re Looking For - Minimum 3 years of experience in business development or sales within the small satellite or satellite imagery sectors - Native-level English proficiency (All recruitment processes, including interviews, will be conducted in English) - No restrictions on international travel and willingness to travel frequently. - Must be able to work on-site in Seoul, Korea - Prior experience or a strong network within the Aerospace & Defense industry - Current holders of a valid Korean work visa - Proven track record of closing deals with international government or commercial clients Bonus Points - Str",,,,,,,"서울시 영등포구 국회대로 632, 15층(유윈시티)",,,2026-09-08 13:45:07
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54893203,진료실스텝,,,•치위생사 (신입 지원 가능) 🏠,,,,,,,,,0,,2026-09-08 13:45:07
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54939875,,,,Front Of House Front Office 객실 상세 부서 직책 / 직급 직무 자격 및,"All Day Dining 뷔페 레스토랑 ㆍAssistant Manager (대리) ㆍSupervisor (주임) ㆍRank & File (사원) ㆍ뷔페 레스토랑 운영 및 브랜딩 관리 ㆍ고객 서비스 (서비스 품질, 고객 경험 관리) ㆍ영업장 내 음료 제조 ㆍ영업장 기물 및 자재 재고 관리 ㆍ신입 · 경력 (2년 이상 해당 직급 경력자) ㆍ5성급 호텔 경력자 ㆍ업무상 외국어 가능자 (영어) ㆍ관련 자격증 보유자 우대 Seafood Restaurant 씨푸드 레스토랑 ㆍAssistant Manager (대리) ㆍSupervisor (주임) ㆍRank & File (사원) ㆍ씨푸드 레스토랑 운영 및 브랜딩 관리 ㆍ고객 서비스 (서비스 품질, 고객 경험 관리) ㆍ영업장 내 음료 제조 ㆍ영업장 기물 및 자재 재고 관리 Thai Restaurant 타이 레스토랑 ㆍSupervisor (주임) ㆍRank & File (사원) ㆍ타이 레스토랑 운영 및 브랜딩 관리 ㆍ고객 서비스 (서비스 품질, 고객 경험 관리) ㆍ영업장 기물 및 자재 재고 관리 Western Dining & Rooftop Bar 양식 다이닝 & 루프탑 바 ㆍSupervisor (주임) ㆍRank & File (사원) ㆍ파인 다이닝 & 바 운영 및 브랜딩 관리 ㆍ고객 서비스 (서비스 품질, 고객 경험 관리) ㆍ영업장 내 음료 제조 ㆍ영업장 기물 및 자재 재고 관리 ㆍSommelier (소믈리에) ㆍ호텔의 와인, 음료 프로그램 기획 및 운영 ㆍ고객 맞춤형 와인 추천 및 페어링 서비스 제공 ㆍ와인 리스트, 재고, 셀러 및 품질 기준 관리 ㆍ음식 및 와인 페어링 개발 (조리팀과 협업) ㆍ직원 대상 와인 및 서비스 교육 진행 ㆍ와인 테이스팅, 와인 디너 등 고객 참여 프로그램 운영 등 Lobby Lounge 로비 라운지 ㆍSupervisor (주임) ㆍRank & File (사원) ㆍ로비 라운지 운영 및 브랜딩 관리 ㆍ고객 서비스 (서비스 품질, 고객 경험 관리) ㆍ영업장 내 음료 제조 ㆍ영업장 기물 및 자재 재고 관리 Café & Bakery 카페 & 베이커리 ㆍSupervisor (주임) ㆍRank & File (사원) ㆍ카페 & 베이커리 운영 및 브랜딩 관리 ㆍ고객 서비스 (서비스 품질, 고객 경험 관리) ㆍ영업장 내 음료 제조, 베이커리, 기타 상품 판매 ㆍ영업장 기물 및 자재 재고 관리 Pool Bar 풀 바 ㆍSupervisor (주임) ㆍRank & Fi",,,,,,,,,,2026-09-08 13:45:08
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54784234,,,"ㆍ 경영관리 총괄업무 (회계, 경리, 세무회계, 인사노무, 안전 등 총괄업무)",ㆍ경력 : 경력 (년수무관) (면접 후 결정) ㆍ실무 유경험자 ㆍ기타 필수 사항,,,,,,,,,,,2026-09-08 13:45:08
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54975062,입원실 간호사 (D/E 교대근무),,• D 7:30AM~3:30PM • E 2:30PM~10:30PM 병동 staff 간호사 역할입니다. 📋,"• 경력 1년 이상 • 대학졸업(2,3년)이상 🏠",,,정규직,,면접 후 결정,,,부산 해운대구 재반로 169,0,,2026-09-08 13:45:09
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54920178,,,"] · SKB 유선 서비스 이용 고객 상담 (사용자 요금, 소액결제, 청구 요금 확인 및 전산 등록) · 일반 대리점 근무가 아닌 본사 CS팀 전속 근무 [",,] 고졸 이상 학력 소지자 (성별/연령/혼인 여부 무관) PC 활용이 가능하신 분 고객서비스 마인드를 갖추신 분 해외여행에 결격사유가 없는 분 동종 업계 경력자 우대 💰,,,,,,,,,,2026-09-08 13:45:09
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54975058,,,• 환자 진료 보조 및 간단한 상담 • 의료 기록 작성 및 관리 • 진료기구 소독 및 위생 관리 • 의료 장비 점검 및 유지 📋,"• 경력 1년 이상 • 고등학교졸업이상, 졸업 예정자 지원가능 📋",• 인근거주자 • 해당직무 근무경험 🏠,,계약직,,면접 후 결정,,,부산 수영구 수영로 464번길 6 목원 빌딩 3층,,,2026-09-08 13:45:10
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54975038,현장보조모집,,• 셔터제작 보조업무 및 현장보고 업무 • 생산 일정에 따른 작업 수행합니다 • 안전 규정 준수하여 작업합니다 • 신입(초보자)가능 📋,• 신입 / 경력 2년 이상 • 학력무관 • 생산 현장 업무에 적응 가능해야 합니다 • 신입 및 경력 모두 지원 가능합니다 • 성실하고 책임감 있는 태도 요구합니다 📋,"•경력자는 면접 후 급여조정 가능 단, 경력증명서상 정확한 경력이 증명되어야합니다. • 근무 환경 적응력 높은 분 우대합니다 🏠",,정규직,,월급 280만원,,,"부산 사상구 학장동 274-15, 영남금속 본사",0,,2026-09-08 13:45:10
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54910848,,,"중심으로 작성) - 기술인협회 경력증명서 (기술자에 해당) - 채용시 계열사 소속으로 채용될 수 있습니다. 사원0명 부산 경력-시공 - 토목 관련 전공자 - 도로/교량 공사 유경험자 - 관련 자격증 소지자 대리~차장 0명 부산 경력-공무 - 토목 관련 전공자 - 관급공사 공무경력 3년 이상 - 관련 자격증 소지자 대리~차장 0명 부산 품질팀 신입/경력 - 품질관리 업무 - 건축 품질관리 유경험자 우대 - 관련자격증 필수 (특급,중급,초급) - 경력직 3년이상 사원~차장 0명 부산","인원 근무지 토목팀 신입 - 토목시공.공사 업무 - 토목관련 전공학과 졸업(예정)자 - 관련 자격증 소지자 - 신입 / 경력 3년 이상 - 대학졸업(2,3년)이상, 졸업 예정자 지원가능 - 지원분야 필수 기재 - 관련자격증 필수 - 자기소개서, 경력기술서 (사업장 단위로 작성하되 당시 직급과",,,,,,,,,,,2026-09-08 13:45:10
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54929362,,,"SK 모바일 요금제 및 부가서비스 인바운드 상담 소액결제, 청구요금 안내 및 전화 응대 고객 문의사항 답변 및 문제 해결",신입 / 초보자 적극 환영 (동종업계 경력자 우대) 고등학교 졸업 이상 (검정고시 가능) PC 워드 및 타자 타이핑 원활히 사용 가능자 해외여행에 결격 사유가 없는 자 성별 및 미혼/기혼 무관,,,,,,,,,,,2026-09-08 13:45:11
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54975028,검진센터 행정업무,,"• 검진 안내, 접수, 수납 • 검진 예약관리, 고객응대 • 검진 결과정리 • 신체계측 📋","• 경력 무관 (신입 지원 가능) • 대학졸업(2,3년)이상, 졸업 예정자 지원가능 📋",• 자격증: 간호조무사 🏠,,계약직,,면접 후 결정,,,부산 동구 범일동 899-8 좋은문화병원,1,,2026-09-08 13:45:11
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54920824,진료실,,• 진료실 업무 보조 및 스케일링 • 신입 위생사도 지원가능합니다. 진료실 직원 5명 모두 치위생사 선생님입니다 • 치과진료실 부서 소속으로 함께할 예정이에요. 📋,"• 신입 / 경력 1년 이상 • 대학졸업(2,3년)이상, 졸업 예정자 지원가능 🏠",,,정규직,,면접 후 결정 최대한 맞추어 드리겠습니다,,,부산 사하구 당리동 313-23 으뜸병원 5층 온치과의원 010-2870-5377,1,,2026-09-08 13:45:12
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54965747,경리팀,,"• 경리 업무 • 재무 및 세무업무 • 원천세, 부가세 • 추경 및 예산편성 • 결산보고서 작성 📋","• 경력 3년 이상 ~ 5년 이하 • 대학졸업(2,3년)이상 • 회계 실무 자격증 • 직무경력 3년 이상 • 수습기간 3개월 📋",• 근무 투입 시 바로 실무에 경력을 적용할 수 있는 분 • 해당 분야 직무경험이 있는 분 • 엑셀 및 문서관리에 능숙하신 분 • 레퍼런스 체크 (전 직장 평판 조회) 동의에 문제 없는 분 • 골프장 근무 경험이 있는 분 🏠,,계약직,,"연봉 5,000만원",,,부산 금정구 노포동 사단법인부산골프클럽 368번지 중앙대로 2327번길 112,1,,2026-09-08 13:45:12
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54678249,(창원)설계G,,"압력용기 / 열교환기의 강도계산 및 도면 작성 냉동설비Unit의 제작 설계 및 제작도 작성 기기, 제작 설계에 관한 customer specification의 검토 📋","• 관련 경력 3년 이상 * 냉동설비, 압력용기, 열교환기에 대한 설계 경험이 있는 분 📋","• 전공: 기계/자동차/조선공학, 공학계열 • 자격증: 공조냉동기계기사, 2D 및 3D CAD • KGS, ASME TEMA, API를 잘 이해하시고 활용한 경험이 있으신 분 • 영어, 일본어 가능하신 분 • 운전이 가능하신 분 🏠",,12개월,,지원자의 경력 및 역량을 반영하여 협의,,,"경남 창원시 의창구 반계로 19, 한국마이콤 창원공장",0,,2026-09-08 13:45:13
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54853555,온라인영업부 모집,,• 온/오프라인 출고 • 제품포장 • 재고관리 📋,• 경력 무관 (신입 지원 가능) • 학력무관 🏠,,,정규직,,"연봉 3,200만원",,,부산 강서구 녹산산단407로 5,,,2026-09-08 13:45:13
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54974966,안전관리자,,"• 건축시공,안전겸직 가능한자(공동주택) 📋",• 경력 5년 이상 • 고등학교졸업이상 • 안전자격을 취득한 자로서 건축현장 5년이상 근무한자. • 🏠,,,정규직,,"연봉 6,000만원",,,부산 동래구 안락동 459-2,,,2026-09-08 13:45:14
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54915117,,,• 병원 홈페이지 개발 및 유지보수 • 그누보드 기반 홈페이지 구축 및 커스터마이징 • 내부 프로젝트 개발 및 기능 개선 📋,• 경력 무관 (신입 지원 가능) • 학력무관 📋,"• Premiere Pro, After Effects 등 영상 편집 툴 활용이 가능한 분 • 영상 콘텐츠 기획 및 제작 경험이 있는 분 • SNS·광고 영상 제작 경험이 있는 분 [개발] 📋",,,,,,,,,,2026-09-08 13:45:14
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54929353,,,,,신입/ 경력무관 압연 기중기직 ㆍ고졸이상 학력자 ㆍ교대근무 가능한 자 천장크레인 운전기능사 ㆍ제조업(철강) 유경험자 ㆍ직무관련 자격증 보유자 설비관리직 (기계) - 신입 제강 조업직 - ㆍ제조업(철강) 유경험자 ㆍ직무관련 자격증 보유자 ㆍ공장 이전 시 당진 근무 가능자 공통사항 ㆍ남자의 경우 병역을 필한자 ㆍ해외여행에 결격사유가 없는자 ㆍ장애인 및 보훈대상자 관련 법령에 따라 우대함,,,,사규에 따름 (경력직의 경우 별도 협의 가능),,,와이케이스틸 본사 (부산 사하구 구평동),,,2026-09-08 13:45:15
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54964274,"Skyline Luge Busan은 성장하는 Ticketing & Retail 팀을 이끌어갈 리더를 찾고 있습니다. 국내외 고객에게 최고의 경험을 제공하고, 팀을 코칭하며 함께 성장할 열정적인 Supervisor를 기다립니다.",,"Ticketing & Retail 팀 운영 및 현장 관리 팀원 교육, 코칭 및 업무 지원 근무 스케줄(Roster) 작성 및 인력 운영 고객 문의 및 컴플레인 응대 일일 오픈·마감 및 현금 정산 관리 POS, Ticketing 및 Photo 시스템 운영 관리 리테일 상품 및 소모품 재고 관리 매출 증대를 위한 상품 및 사진 업셀링 운영 매뉴얼 및 고객 응대 가이드 관리 신규 직원 채용, 온보딩 및 교육 지원 타 부서와 협업하여 원활한 현장 운영 지원 필요 시 Manager on Duty(MOD) 역할 수행 국내·외 고객 대상 영어 고객 응대 📋",• 경력 2년 이상 • 학력무관 • 영어 회화 능력 (고객응대 가능 수준) • 고객서비스 분야 경험 • 서비스 마인드가 뛰어난 분 • 직원 교육 및 코칭 경험 • 문제 해결 능력이 우수한 분 • 컴퓨터 활용 가능 • 주말 및 공휴일 근무 가능 📋,• Supervisor 또는 Team Leader 이상 경력 •관광·레저·호텔·리조트 경력 • Ticketing / Retail 운영 경험 • POS / Cash handling 경험 • 외국인 고객 응대 경험 🏠,,정규직,,"연봉 3,600만원 / 수습기간 통과시 식대 별도",,,부산 기장군 기장읍 기장해안로 205,,,2026-09-08 13:45:15
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54940983,회계/총무 관리지원,,"• 위하고, ERP를 통한 자체기장 및 세무신고업무 • 원천세, 연말정산 등 급여신고업무 • 기타 사무관리 • 운영지원팀 부서 소속, 사원/주임 직급으로 함께할 예정이에요. 📋","• 경력 1년 이상 • 고등학교졸업이상 • 보유역량: 컴퓨터활용능력 우수, 해당직무 근무경험, 엑셀 중급능력자, 더존/회계 능숙자 • ★자체기장 및 세무신고 가능자★ 📋",• 전공: 회계학 • 보유역량: 장애인우대 🏠,,정규직,,월급 250만원,,,부산 금정구 금단로 206 2층,1,,2026-09-08 13:45:16
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54912008,,,무선(모바일) 과 유선(인터넷/IPTV)서비스 통합 상담을 통해 신규 고객 유치 및 기존 고객의 서비스 유지 상담 수행 LG유플러스 자회사 ㈜아인텔레서비스 정규직으로 채용 ㆍ신입가능 ㆍ경력자 우대 00명 근무장소 근무장소 내용 부산(마케팅) 부산시 사상구 감전천로 216 LG유플러스 빌딩,,인원 LG유플러스 ㆍ온라인스토어 공식 온라인 채널 기반의 모바일 가입 유치,,,,,,,,,,2026-09-08 13:45:17
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54974871,생산직,,• 제품 생산 및 관리 • 제품 설치 및 A/S • 생산 일정 계획 수립 • 제조 공정 품질 검사 • 생산 관리팀 부서 소속으로 함께할 예정이에요. 📋,• 경력 무관 (신입 지원 가능) • 고등학교졸업이상 • 보유역량: 운전가능자 📋,"• 보유역량: 군전역간부, 인근거주자, 해당직무 알바경험, 해당직무 근무경험 🏠",,정규직,,면접 후 결정,,,부산 해운대구 재송동 117-15,1,,2026-09-08 13:45:17
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54974867,식음(F&B),,"• 식음 서비스 제공 및 홀서빙 • 전반적 업장 관리 • 식음팀 부서 소속, 주임/대리/사원 직급으로 함께할 예정이에요. 📋","• 경력 무관 (신입 지원 가능) • 학력무관, 졸업 예정자 지원가능 🏠",,,정규직,,면접 후 결정,,,부산 동구 중앙대로196번길 10 라마다앙코르부산역호텔,0,,2026-09-08 13:45:18
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54912784,[삼겹당] F&B 외식업전문 퍼포먼스 마케터 채용,,,"마케팅 유관 경력 1년 이상 기획안 또는 포트폴리오 제출 필수 (본인 프로젝트 성공 사례, 참여도 포함) 최신 디지털 마케팅 트렌드와 외식 산업에 대한 관심 KPI 설정·광고 기획·성과 분석 및 개선 가능자(필수역량) 📋",프랜차이즈 업종 경험자 디지털 마케팅·퍼포먼스 광고 경험자 데이터 분석 역량 보유자 창의적 문제 해결 능력자 다양한 프로젝트 참여 경험자 광고 소재 제작 및 영상 편집 가능자 🏠,,수습기간 3개월,,면접 후 협의,,,부산 금정구 부곡동 273-8,0,,2026-09-08 13:45:18
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54831924,자동판매기 관리 및 현장 업무,,무인커피머신 관리 및 점검 커피머신 설치 및 A/S 현장 방문 및 관리 소모품 교체 및 청소 -,운전면허 소지자 성실하고 책임감 있는 분 현장 업무 가능하신 분 -,전기·전자·기계 관련 경험자 -,,정규직,,면접 후 결정,,,부산 강서구 유통단지1로 41 125동 103호,0,,2026-09-08 13:45:18
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54974860,시설,,• 호텔 전반에 관한 시설 관리 업무 • 호텔 시설 안전관리(영선) 📋,"• 경력 무관 (신입 지원 가능) • 학력무관, 졸업 예정자 지원가능 📋",• 가스자격증 필수 🏠,,정규직,,면접 후 결정,,,부산 동구 중앙대로196번길 10 라마다앙코르부산역호텔,1,,2026-09-08 13:45:19
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54974856,,,"- 제품창고 입,출고업무 (평일)09:00~18:00 ★모집인원 - 1명 ★",- 학력/ 경력 : 무관 ★모집부문 - 창고출고원 ★,,,,,,,,,,,2026-09-08 13:45:19
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54974850,조리,,"• 조식 / 중식 뷔페 등 조리 업무 • 라운지 바 조리 업무 등 • 조리팀 부서 소속, 사원 직급으로 함께할 예정이에요. 📋","• 경력 무관 (신입 지원 가능) • 학력무관, 졸업 예정자 지원가능 🏠",,,정규직,,면접 후 결정,,,부산 동구 중앙대로196번길 10 라마다앙코르부산역호텔,0,,2026-09-08 13:45:19
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54974845,학원행정,,"•간단한 엑셀 작업 •학생, 학부모 관리 📋",• 경력 무관 (신입 지원 가능) • 학력무관 🏠,,,프리랜서,,월급 190만원,,,부산 금정구 금강로 225,0,,2026-09-08 13:45:20
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54974835,공무파트(팀원),,- 펫푸드 제조 현장 내 기계(식품) 장비 설비 유지 및 보수 - 제조 현장 시설 관리 📋,• 경력 무관(신입 지원 가능) • 고등학교 졸업이상 📋,"• 보유역량: 인근거주자, 해외여행에 결격 사유가 없는 자 • 자격증: 전기기사, 전기산업기사, 소방안전관리자2급 📋 참고사항 • ① 성장 기회 제공 : 다양한 식품 설비 증축을 통해 고도화된 업무 기회 제공 • ② 비전 : 국내 펫푸드 산업 내 Top-Tier 기업으로 성장(IPO)을 계획 중, 회사 성장 계획에 발맞춰 함께 성장할 수 있는 인재 채용 • ③ 보상 : 매년 경영계획 달성에 따른 성과급 지급 등 성과 중심의 보상 체계를 통해 다양한 성장 및 보상 기회 제공 • ④ 타지역 거주자 또는 원거리 출퇴근이 불가능한 경우, 기숙사 제공 • ⑤ 정규직 전환 기회 제공 : 계약 기간 중 업무 성과 및 역량에 따라 조기 정규직 전환 가능 🏠",,계약직,,면접 후 결정,,,부산 기장군 정관읍 산단5로 바우와우코리아,,,2026-09-08 13:45:20
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54974826,접수 수납 마감 및 주사 (내시경 경력직 우대),,• 접수 수납 마감 및 주사 • 내시경 경력직 우대 📋,• 경력 (연수 무관) • 고등학교졸업이상 🏠,,,정규직,,면접 후 결정,,,부산 북구 금곡대로 432 4층,1,,2026-09-08 13:45:20
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54974825,,,,"ㆍ대상 : 신입, 경력(1년 이상) ㆍ학력 : 대졸 이상 (2,3년) 주식회사 오에이(Ocean Aviation) 김해공항 0명","ㆍ여객 운송 경력자 우대 ㆍI-port system 사용 유경험자 우대 ㆍ 외국어 가능자 ( 영어, 베트남어) 및 공인 어학성적 자격 보유자 우대 ㆍ기타 필수 사항",,,,,,,,,,2026-09-08 13:45:21
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54974824,신입 및 경력직원 채용,,"금융 및 의약품 영업 (약국) • 채용 후 결정 부서 소속, 면접 후 결정 직급으로 함께할 예정이에요. 📋","• 신입 / 경력 (연수 무관) • 대학졸업(2,3년)이상 📋","• 전공: 컴퓨터/시스템공학 • 보유역량: 해당직무 근무경험, 컴퓨터활용능력 우수 🏠",,계약직,,면접 후 결정,,,부산 수영구 광남로 18,0,,2026-09-08 13:45:21
https://www.saramin.co.kr/zf_user/jobs/relay/view-detail?rec_idx=54888985,제조·가공,,• 생산공정 (제품 생산 및 세척 외) • 완제품 소분 포장 📋,"• 경력 무관 (신입 지원 가능) • 학력무관, 졸업 예정자 지원가능 📋","• 요식업, 식품제조 등 음식 조리 관련 경력 및 자격증 보유자 우대 • 제조, 생산직 근무 경력자 우대 • 신체적 결격 사유가 없는 자 🎁",,,,,,,,,,2026-09-08 13:45:21
