사이트,회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,외부원본ID,수집시각,학력
사람인부산,(주)삼진지게차,삼진지게차 정비 신입 사원 모집,"납품운전원, 특수차량, 전동지게차, 거래처관리, 거래처납품",신입,정규직,부산 강서구,,2026-09-17,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54781063,saramin:54781063,2026-09-08 13:40:25,고졸↑
사람인부산,거대곰탕,[다다스낵바] 서비스(주방) 직원 모집,"메뉴개발, 부주방장, 조리사, 주방보조, 주방장",경력무관,계약직,부산전체 외,,2026-09-22,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54829727,saramin:54829727,2026-09-08 13:40:25,학력무관
사람인부산,주식회사 유니버셜푸드랩,유니버셜푸드랩 야간생산조 구인(320만~330만),"납품운전원, 물류기사, 배송기사, 탁송기사, 적재/하역",신입 · 경력,계약직,부산전체 외,,2026-09-25,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54864566,saramin:54864566,2026-09-08 13:40:25,학력무관
사람인부산,거대돼지국밥,거대돼지국밥 홀/주방(310만) 직원 모집,"매장매니저, 부주방장, 조리사, 주방보조, 주방장",경력 1년↑ · 파트 외,,부산전체 외,,2026-09-26,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54877838,saramin:54877838,2026-09-08 13:40:25,학력무관
사람인부산,(주)건양아이티티,구매외주/PM/기계설계/영업/생산 신입 및 경력 채용,"APM, 기술영업, 무역사무원, 무역중개인, 무역MR",신입 · 경력,정규직,부산전체 외,,2026-09-20,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54913929,saramin:54913929,2026-09-08 13:40:25,학력무관
사람인부산,,고객관리 운영 매니저 채용,"상담원, 아웃바운드, 인바운드, 텔레마케터, CS",신입 · 경력,정규직,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54915460,saramin:54915460,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,(주)가나,"[스윔웨어쇼핑몰] CS오퍼레이터 , 물류센터, 온라인MD","영업MD, 온라인판매, 거래처관리, 고객관리, 고객안내",신입 · 경력,정규직,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54944003,saramin:54944003,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,(주)거대곰탕해운대,[(주)거대곰탕해운대점] 주방/홀(320만) 직원 채용,"메뉴개발, 부주방장, 조리사, 주방보조, 주방장",경력무관,계약직,부산전체 외,,2026-10-06,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54946883,saramin:54946883,2026-09-08 13:40:25,학력무관
사람인부산,(주)제일공사,2026년도 토목 시공/안전관리 모집공고,"안전관리자, 토목기술자, 현장관리자, 현장기사, 안전보건관리자",신입 · 경력,정규직,서울전체 외,,2026-09-21,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971394,saramin:54971394,2026-09-08 13:40:25,대학교(4년)↑
사람인부산,세무법인서초부산센터,[세무법인서초] 세무회계사무소 경력 및 신입 직원 채용,"세무회계, 세무사사무실",경력무관,정규직,부산 남구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54962641,saramin:54962641,2026-09-08 13:40:25,고졸↑
사람인부산,,동호에이텍 반도체금형 설계사원 모집 (신입사원 수습기간3개월),"캐드원, 금형설계, 부품설계, 상주근무, 주간근무",경력무관,정규직,부산 강서구,,2026-10-02,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54923335,saramin:54923335,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,(주)나라스페이스테크놀로지,[NARA SPACE] 각 부문별 직원모집,"데이터엔지니어, 백엔드/서버개발, 웹개발, 정보보안, 프론트엔드",신입 · 경력,정규직,서울 영등포구 외,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=50846359,saramin:50846359,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,(주)아정네트웍스,[아정당] 채용 담당자 (부산),"채용담당자, 면접/인터뷰, 인사행정, 채용공고관리, 인사",신입 · 경력,정규직,부산 북구,,2026-11-21,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54826897,saramin:54826897,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,,"사상구 치과, 주4일 근무. 진료실 치과위생사 구인합니다",치과위생사,경력무관,정규직,부산전체 외,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54893203,saramin:54893203,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,,기가입고객 보상처리 담당자 모집,"평가/보상, 고객관리, 고객안내, 고객응대, 보험설계사",경력무관,위촉직 외,부산 부산진구 외,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54923164,saramin:54923164,2026-09-08 13:40:25,학력무관
사람인부산,루펜티스(주),[반얀트리 부산 해운대] 각 분야별 신입 및 경력직 공개 채용,"유지보수, 전산회계, 관리회계, 급여(Payroll), 기업회계",신입 · 경력,계약직,부산 해운대구,,2026-10-03,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54939875,saramin:54939875,2026-09-08 13:40:25,학력무관
사람인부산,성화금형(주),경영관리 총괄업무,경영관리,경력(년수무관),정규직,부산 사상구,,2026-10-18,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54784234,saramin:54784234,2026-09-08 13:40:25,학력무관
사람인부산,센텀상쾌한병원,병동간호사 (D/E근무-Nt근무 없음) 구합니다,간호사,경력 1년↑,정규직,부산 해운대구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54975062,saramin:54975062,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,(주)블루에이치알,[부산] SKB 부산 유선 고객센터 인바운드 상담,"사무직, 문서작성, 비품관리, 사무보조, 서류관리",경력무관,정규직,부산 연제구 외,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54919463,saramin:54919463,2026-09-08 13:40:25,고졸↑
사람인부산,(주)블루에이치알,올해 첫채용 부산 SK서비스탑 부산 유선 인바운드 상담,"사무직, 문서작성, 비품관리, 사무보조, 서류관리",경력무관,정규직,부산 연제구 외,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54920178,saramin:54920178,2026-09-08 13:40:25,고졸↑
사람인부산,화이트치과,수영구) 치과위생사  오후 파트타임 구합니다.,"치과위생사, 간호조무사, 상담실장, 외래",경력 1년↑,정규직 외,부산 수영구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54975058,saramin:54975058,2026-09-08 13:40:25,고졸↑
사람인부산,영남금속,제조업 생산직 현장보조기사 모집,"기계조작원, 절단가공, 제조가공, 금속, 절곡기",신입 · 경력,정규직,부산 사상구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54975038,saramin:54975038,2026-09-08 13:40:25,학력무관
사람인부산,㈜삼정기업,(주)삼정이앤시 (토목팀/품질팀),"공무, 토목기술자, 토목설계, 건설관리, 건설노무",신입 · 경력,정규직 외,부산 동래구 외,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54910848,saramin:54910848,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,(주)블루에이치알,[부산2] SK텔레콤 무선 고객센터 신입/경력 상담사 채용,"사무직, 문서작성, 비품관리, 사무보조, 서류관리",경력무관,정규직,부산 동래구 외,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54929362,saramin:54929362,2026-09-08 13:40:25,고졸↑
사람인부산,(주)블루에이치알,[부산] SK텔레콤 고객센터 인바운드 모바일 상담,"사무직, 문서작성, 비품관리, 사무보조, 서류관리",경력무관,정규직,부산 동래구 외,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54908673,saramin:54908673,2026-09-08 13:40:25,고졸↑
사람인부산,,[국가건강검진센터] 행정직 채용 공고,검진센터,경력무관,계약직,부산 동구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54975028,saramin:54975028,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,온치과의원,부산 하단 온치과의원 진료실 스텝 (신입치위생사가능) 모집해요,치과위생사,신입 · 경력,정규직 외,부산 사하구,,2026-10-02,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54920824,saramin:54920824,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,(사)부산칸트리클럽,부산컨트리클럽(골프장) 경리 대리 모집,"사무보조, 고객응대, 골프",3 ~ 5년,계약직 외,부산 금정구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54965747,saramin:54965747,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,(주)블루에이치알,[정규직/신입O] KTCS 부산 무선 인바운드 상담사 채용,"비품관리, 사무보조, 사이트관리, 서류관리, 자료조사",경력무관,정규직,부산 동구 외,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54879555,saramin:54879555,2026-09-08 13:40:25,고졸↑
사람인부산,(주)한국마이콤,"[(주)한국마이콤](창원) 설계G 경력사원 채용 (제작 설계,도면)","설계엔지니어, 공정설계, 구조해석/설계, 기구설계, 기술설계",경력 3년↑,정규직 외,부산전체 외,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54678249,saramin:54678249,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,세화인팩(주),세화골게이트팩(주) 온라인 쇼핑몰 포장직원/물류관리 채용,"전동지게차, 지게차, 재고관리, 창고관리, 상하차",경력무관,정규직,부산 강서구,,2026-09-25,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54853555,saramin:54853555,2026-09-08 13:40:25,학력무관
사람인부산,(주)블루에이치알,부산 중앙동 LG유플러스 야간기술상담원 채용,"사무직, 문서작성, 사무보조, 사무행정, 사이트관리",경력무관,정규직,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54808037,saramin:54808037,2026-09-08 13:40:25,고졸↑
사람인부산,케이알건설(주),현장 안전관리자,안전관리자,경력 5년↑,정규직,부산 동래구,,2026-09-21,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974966,saramin:54974966,2026-09-08 13:40:25,고졸↑
사람인부산,(주)블루에이치알,[통근버스/면접비/복지多]감전동 LG유플러스 정규직 모집,"사무직, 서무, 사무보조, 자료입력, 전화응대",경력무관,정규직,부산 사상구 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54881800,saramin:54881800,2026-09-08 13:40:25,고졸↑
사람인부산,픽쓰,[부산] 병원·뷰티 마케팅사 신입/경력 채용,"프론트엔드, 브랜딩, 시각디자인, 마케팅, 기획",경력무관,정규직 외,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54915117,saramin:54915117,2026-09-08 13:40:25,학력무관
사람인부산,와이케이스틸(주),2026년 와이케이스틸㈜ 생산직(계약직) 수시채용,"크레인, 설비점검, 기계조작원, 생산관리, 설비OP",신입 · 경력,계약직,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54929353,saramin:54929353,2026-09-08 13:40:25,고졸↑
사람인부산,스카이라인루지부산(주),[스카이라인루지]영어必테마파크 티켓팅&amp;리테일 슈퍼바이저 채용,"고객안내, 고객응대, 발권, 프론트, 매장관리",경력 2년↑,정규직,부산 기장군,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54964274,saramin:54964274,2026-09-08 13:40:25,학력무관
사람인부산,(주)블루에이치알,[복지최고] 고객케어부서 부산 LG U+ 유선센터 상담사 채용,"사무직, 문서작성, 사무보조, 자료입력, 자료조사",경력무관,정규직,부산 중구 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54881783,saramin:54881783,2026-09-08 13:40:25,고졸↑
사람인부산,(주)블루에이치알,[워라벨보장/경력인정] 부산 중앙동 LG U+ 마케팅 상담사 모집,"안내데스크, 내방객응대, 문서작성, 사무보조, 사무행정",경력무관,정규직,부산 중구 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54881792,saramin:54881792,2026-09-08 13:40:25,고졸↑
사람인부산,(주)블루에이치알,[부산/김해/양산 통근버스/면접비]LG유플러스 고객센터 상담원,"사무직, 서무, 사무보조, 자료입력, 전화응대",경력무관,정규직,부산 사상구 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54853913,saramin:54853913,2026-09-08 13:40:25,고졸↑
사람인부산,(주)비엠케이,(주) 비엠케이 회계/관리 정규직 채용,"법인결산, 부가세신고, 세무신고, 원천세신고, 자체기장",경력 1년↑,정규직,부산 금정구 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54940983,saramin:54940983,2026-09-08 13:40:25,고졸↑
사람인부산,(주)블루에이치알,[워라벨/복지최고] 부산 중앙동 LG U+ 고객센터 상담사 모집,"쇼핑몰관리, 안내데스크, 고객안내, 고객응대, 쇼핑몰",경력무관,정규직,부산 중구 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54943983,saramin:54943983,2026-09-08 13:40:25,고졸↑
사람인부산,(주)에이치알엔,[26년 마지막채용/최고인센] LG유플러스 마케팅사업부 정규직,"사무직, 서무, 총무, 문서작성, 사무보조",경력무관,정규직,부산 사상구 외,,2026-10-01,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54912008,saramin:54912008,2026-09-08 13:40:25,고졸↑
사람인부산,(주)코어무브먼트,(주)코어무브먼트 생산직 - 욕조 제조,"생산관리, 배합, 조립, 충진, 생산",경력무관,정규직,부산 해운대구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974871,saramin:54974871,2026-09-08 13:40:25,고졸↑
사람인부산,라마다앙코르부산역호텔,라마다앙코르부산역호텔 레스토랑 F&amp;B 사원~과장급 채용(식음팀),호텔,경력무관,정규직,부산 동구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974867,saramin:54974867,2026-09-08 13:40:25,학력무관
사람인부산,(주)디아이씨프랜차이즈,[삼겹당] 가맹점 모집 퍼포먼스 마케터 채용,"마케팅기획, 마케팅전략, 광고마케팅, 광고PD, 기업홍보",경력 1년↑,정규직 외,부산전체 외,,2026-10-01,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54912784,saramin:54912784,2026-09-08 13:40:25,대학교(4년)↑
사람인부산,스페이스유통,스페이스 컴퍼니에서 함께하실 직원을 모집 합니다.,"문서작성, Excel, 거래처납품, 자재관리, 재고관리",경력무관,정규직,부산 강서구,,2026-09-23,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54831924,saramin:54831924,2026-09-08 13:40:25,학력무관
사람인부산,라마다앙코르부산역호텔,라마다앙코르부산역호텔 시설 주간근무자 채용(시설팀),"시설관리, 영선",경력무관,정규직 외,부산 동구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974860,saramin:54974860,2026-09-08 13:40:25,학력무관
사람인부산,(주)경부산업,"제품 창고 입고,출고 업무","창고관리, 입고/입하, 출고/출하",경력무관,정규직,부산 사하구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974856,saramin:54974856,2026-09-08 13:40:25,학력무관
사람인부산,라마다앙코르부산역호텔,라마다앙코르부산역호텔 레스토랑 신입/경력사원 채용(조리팀),"조리사, 호텔, 요리사",경력무관,정규직,부산 동구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974850,saramin:54974850,2026-09-08 13:40:25,학력무관
사람인부산,엠앤에스(M&S)수학과학전문학원,수학학원 행정선생님 채용,"교육행정, 학원생관리, 보습학원, 속셈학원, 입시학원",경력무관,프리랜서,부산 금정구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974845,saramin:54974845,2026-09-08 13:40:25,학력무관
사람인부산,(주)바우와우코리아,[바우와우/부산] 펫푸드 생산팀 공무파트 계약직,"기계수리, 전기설계, 전기설비",경력무관,정규직 외,부산 기장군,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974835,saramin:54974835,2026-09-08 13:40:25,고졸↑
사람인부산,참조은내과의원,간호조무사 경력직 모집(정규직),간호조무사,경력(년수무관),정규직,부산 북구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974826,saramin:54974826,2026-09-08 13:40:25,고졸↑
사람인부산,(주)오에이,주식회사 오에이(OA) 김해공항 지점 여객 지상직 모집(0명),지상직,신입 · 경력,계약직,부산 강서구,,2026-09-17,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974825,saramin:54974825,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,부산시약사신용협동조합,[부산시약사신협] 직원(신입 및 경력)채용 공고,"유통영업, 금융상품영업, 제2금융권",신입 · 경력,계약직,부산 수영구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974824,saramin:54974824,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,어보제철음식연구소(주),식품 생산 직원  채용 /부산 기장/ 1명,생산,경력무관,정규직 외,부산 기장군,,2026-09-28,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54888985,saramin:54888985,2026-09-08 13:40:25,학력무관
사람인부산,어보제철음식연구소(주),[부산/기장] 회계·총무/발주·발주관리/영업지원 1명 채용,"총무, 사무보조, 영업지원, 수/발주, 회계",경력무관,계약직,부산 기장군,,2026-10-05,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54952728,saramin:54952728,2026-09-08 13:40:25,학력무관
사람인부산,주식회사세경테크,도서관자동화시스템 기술팀 직원모집,"기술영업, 장비영업, 정비기사, A/S기사",경력무관,정규직,부산 동래구,,2026-09-23,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974811,saramin:54974811,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,(주)바우와우코리아,[바우와우/부산] 펫푸드 생산팀 공무파트 정규직,"기계수리, 전기설계, 전기설비",경력무관,정규직,부산 기장군,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54469427,saramin:54469427,2026-09-08 13:40:25,고졸↑
사람인부산,동래더존한방병원,동래  더존 한방병원  원무 및 행정부 채용,원무,신입 · 경력,정규직,부산 동래구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974793,saramin:54974793,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,케이알헬라스 코리아,[KR Hellas Korea] 인증 검사원 신입·경력 채용,"연구원, 인증심사원, 기술연구, 기술엔지니어",신입 · 경력,정규직,부산 강서구,,2026-09-18,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54929942,saramin:54929942,2026-09-08 13:40:25,대학교(4년)↑
사람인부산,미미썸의원부산덕천점,미미썸 부산 덕천점 중국 코디네이터,병원코디네이터,경력무관,정규직 외,부산 북구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974754,saramin:54974754,2026-09-08 13:40:25,학력무관
사람인부산,프라한(Prahran),해운대 브런치카페 프라한(Prahran) 주방 직원 채용,"바리스타, 조리사, 주방보조, 주방장, 카페매니저",경력무관,정규직 외,부산 해운대구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974748,saramin:54974748,2026-09-08 13:40:25,학력무관
사람인부산,(주)일상,일상건축(주) 건축시공·실내건축 현장업무 정규직 채용공고,실내건축시공,경력무관,정규직,부산 동래구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54908544,saramin:54908544,2026-09-08 13:40:25,고졸↑
사람인부산,(주)코리아카누트,2026 (주)코리아카누트 품질관리 채용 공고,"품질검사원, 품질관리",경력무관,정규직,부산 사하구,,2026-10-01,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54907599,saramin:54907599,2026-09-08 13:40:25,고졸↑
사람인부산,삼진커피남포점,[태종대 오션플라잉 테마파크] 짚와이어 정규직,"안전요원, 고객응대, 매장관리",경력무관,정규직,부산 영도구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974714,saramin:54974714,2026-09-08 13:40:25,학력무관
사람인부산,,"골프 ACC 디자이너 (캐디백, 보스톤백 등)","가방, 스포츠의류, 일러스트, PhotoShop",경력 3년↑,정규직,부산 해운대구,,2026-09-25,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54942739,saramin:54942739,2026-09-08 13:40:25,학력무관
사람인부산,(의)호산나의료재단,요양병원 간호조무사 모집합니다.,간호조무사,경력무관,정규직,부산 사하구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974699,saramin:54974699,2026-09-08 13:40:25,학력무관
사람인부산,까사부사노 테라스,까사부사노 테라스점 바리스타 채용 공고,바리스타,경력무관,정규직,부산 수영구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974698,saramin:54974698,2026-09-08 13:40:25,학력무관
사람인부산,(의)호산나의료재단,D Keep 간호사 모집합니다,간호사,경력무관,정규직,부산 사하구,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974692,saramin:54974692,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,,"[정규직] 와이어링 하네스 재단,조립,테이핑작업 신입,경력 채용",생산,신입 · 경력,정규직 외,부산 사상구,,2026-10-02,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54923506,saramin:54923506,2026-09-08 13:40:25,학력무관
사람인부산,엠앤에스(M&S)수학과학전문학원,초등중등 강사채용합니다,"학원강사, 학원보조, 학원생관리, 보습학원, 속셈학원",신입,프리랜서,부산 금정구,,2026-09-20,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54527928,saramin:54527928,2026-09-08 13:40:25,학력무관
사람인부산,엠앤에스(M&S)수학과학전문학원,초등수학강사 채용,"학원강사, 학원보조, 학원생관리, 보습학원, 속셈학원",경력무관,프리랜서,부산 금정구,,2026-09-21,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54540706,saramin:54540706,2026-09-08 13:40:25,학력무관
사람인부산,호메르스호텔(주),[호메르스호텔] 프론트데스크 정규직 사원 채용,"호텔리어, 고객응대, 호텔",신입,정규직,부산 수영구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974666,saramin:54974666,2026-09-08 13:40:25,학력무관
사람인부산,,영국 브랜드 Jack Wills 웹디자이너 정규직 채용,"웹디자인, 신발, 일러스트, HTML, PhotoShop",경력무관,정규직,부산 해운대구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974664,saramin:54974664,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,서울뿌리튼튼치과,[주36시간·주4.5일] 연산역 치과위생사 1~5년차 충원,치과위생사,신입 · 경력,정규직,부산 연제구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974660,saramin:54974660,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,좋은일자리센터,[(재택-가능)[LG전자(부산)-AS접수 등 간단-상담직](남녀-무관),"사무직, 안내데스크, 총무, 사무보조, 사무행정",신입 · 경력,정규직,부산 중구 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54964719,saramin:54964719,2026-09-08 13:40:25,학력무관
사람인부산,우양선기(주),선박기계부품 물류관리직원 (정규직) 모집합니다.,"납품운전원, 물류기사, 배송기사, 거래처납품, 생산관리",경력무관,정규직,부산 강서구,,2026-09-18,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54739284,saramin:54739284,2026-09-08 13:40:25,학력무관
사람인부산,(주)웨이브앤바이브,(주)웨이브앤바이브 HACCP 제조공장 생산직 정직원 채용,"단순생산직, 출고/출하, 생산, 제조",경력무관,정규직,부산 금정구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974624,saramin:54974624,2026-09-08 13:40:25,학력무관
사람인부산,부산24시더휴동물의료센터,부산 24시 더휴동물의료센터 오전 수의테크니션 채용,수의테크니션,경력무관,계약직,부산 동래구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974622,saramin:54974622,2026-09-08 13:40:25,학력무관
사람인부산,부산24시더휴동물의료센터,부산 24시 더휴동물의료센터 오후 수의테크니션 채용,수의테크니션,경력무관,계약직,부산 동래구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974612,saramin:54974612,2026-09-08 13:40:25,학력무관
사람인부산,주식회사 이레마케팅 부산관리본부,부산 운영관리· 마케팅 사무 지원 담당자 채용,"문서작성, 사무보조, 사무행정, 콘텐츠관리, 실적관리",경력무관,계약직,부산 부산진구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54963678,saramin:54963678,2026-09-08 13:40:25,학력무관
사람인부산,주식회사 이레마케팅 부산관리본부,일본 - 병원 의료 통역 및 마케터 (부산),"병원코디네이터, 통/번역, 병원마케팅, SNS마케팅",경력무관,계약직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54698408,saramin:54698408,2026-09-08 13:40:25,학력무관
사람인부산,주식회사 이레마케팅 부산관리본부,인도네시아 - 병원 의료 통역 및 마케터 (부산),"병원코디네이터, 통/번역, 병원마케팅, SNS마케팅",경력무관,계약직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54698419,saramin:54698419,2026-09-08 13:40:25,학력무관
사람인부산,주식회사 이레마케팅 부산관리본부,"러시아,우즈벡 - 병원 의료 통역 및 마케터 (부산)","병원코디네이터, 통/번역, 병원마케팅, SNS마케팅",경력무관,계약직,부산 부산진구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54965245,saramin:54965245,2026-09-08 13:40:25,학력무관
사람인부산,주식회사 이레마케팅 부산관리본부,"중국,대만 - 병원 의료 통역 및 마케터 (부산)","병원코디네이터, 통/번역, 병원마케팅, SNS마케팅",경력무관,계약직,부산 부산진구,,2026-09-19,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54798312,saramin:54798312,2026-09-08 13:40:25,학력무관
사람인부산,화이트이(e)치과의원,남포 올영 타운 화이트이치과 치위생사 (1년차 실수령 250),치과위생사,신입 · 경력,정규직,부산 중구 외,,2026-10-24,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54841304,saramin:54841304,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,이스트웨스트(주),[라발스호텔] 객실프론트/객실관리/바리스타/영양사 채용,"메뉴개발, 식품연구, 매장매니저, 바리스타, 부주방장",신입 · 경력,정규직,부산전체 외,,2026-09-20,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54959690,saramin:54959690,2026-09-08 13:40:25,"대학(2,3년)↑"
사람인부산,하나렌탈부산지사,하나렌탈부산지사 서비스기사 채용 공고,렌탈,경력무관,정규직,부산 사상구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54959576,saramin:54959576,2026-09-08 13:40:25,고졸↑
